effective_id	display_name	match_tier	source	donor_cid	real_prog_count	prog_fp	sample_titles
AF: INFO SPORT AFR ᴿᴬᵂ	Info Sport Afr RAW [AF]	dummy			0		
AF: NBA TV ᴿᴬᵂ	NBA TV RAW [AF]	token	US2	NBA.TV.HD.us2	0		
AF: SUPER FOOTBALL PLUS ᴿᴬᵂ	Super Football Plus RAW [AF]	dummy			0		
AF: SUPER FOOTBALL ᴿᴬᵂ	Super Football RAW [AF]	dummy			0		
AF: SUPER LA LIGA ᴿᴬᵂ	Super La Liga RAW [AF]	dummy			0		
AF: SUPER PREMIER LEAGUE ᴿᴬᵂ	Super Premier League RAW [AF]	dummy			0		
AF: W SPORT ᴿᴬᵂ	W Sport RAW [AF]	dummy			0		
AFNSports.us	Afn Sport HD [US]	direct	provider_12	AFNSports.us	28	7a56e3fcb1	MLB Baseball | 2026 Stanley Cup Final | The Insiders
AMC.uk	AMC 4K [UK]	dummy			0		
AMC.us	AMC HD [US]	direct	provider_12	AMC.us	26	c5c940a073	The Three Stooges | Protect Your Family From Identity Theft | USA 250 Gold Rarity
AR:	Arabic	dummy			0		
AR: 1	1 [AR]	dummy			0		
AR: 100	100 [AR]	dummy			0		
AR: 2	2 [AR]	dummy			0		
AR: 2020	2020 [AR]	dummy			0		
AR: 25	25 [AR]	dummy			0		
AR: 3	3 [AR]	dummy			0		
AR: 303	303 [AR]	dummy			0		
AR: 350	350 [AR]	dummy			0		
AR: 4	4 [AR]	dummy			0		
AR: 44	44 [AR]	dummy			0		
AR: 45	45 [AR]	dummy			0		
AR: 5	5 [AR]	dummy			0		
AR: 6	6 [AR]	dummy			0		
AR: 60	60 [AR]	dummy			0		
AR: 8	8 [AR]	dummy			0		
AR: ART America	ART America [AR]	norm-name	provider_10	ARTAmerica.sa@SD	0		
AR: ART LEBANON HD	ART Lebanon HD [AR]	dummy			0		
AR: ART MASR 2 HD	ART Masr 2 HD [AR]	dummy			0		
AR: ART MASR HD	ART Masr HD [AR]	dummy			0		
AR: ART MIXTA HD	ART Mixta HD [AR]	dummy			0		
AR: ART Movies	ART Movies [AR]	dummy			0		
AR: ART SYRIA HD	ART Syria HD [AR]	dummy			0		
AR: ART TURKI HD	ART Turki HD [AR]	dummy			0		
AR: ART Tarab	ART Tarab [AR]	dummy			0		
AR: Al Wathaeqya 4K	Al Wathaeqya 4K [AR]	dup-feed-scrub	AE1	Al.Wathaeqya.ae	0		
AR: Al Wathaeqya HD	Al Wathaeqya HD [AR]	dup-feed-scrub	AE1	Al.Wathaeqya.ae	0		
AR: Almajd Documentary	Almajd Documentary [AR]	dummy			0		
AR: Bahrain 4K	Bahrain 4K [AR]	dummy			0		
AR: Bahrain International 4K	Bahrain International 4K [AR]	norm-name	AE1	Bahrain.International.ae	172	dc6a53484b	The Goodness Of My People | The Box | Cash With Al-Nabhan
AR: CGTN Arabic Documentary	Cgtn Arabic Documentary [AR]	dummy			0		
AR: CGTN English Documentary	Cgtn English Documentary [AR]	dummy			0		
AR: DISCOVERY+ 1 ᴬʳᵃᵇᶦᶜ ᴿᴬᵂ	Discovery+ 1 Arabic RAW [AR]	token	provider_8	DiscoveryChannel.uk@UKPlus1	133	bd837fd848	Border Control: Sweden | Expedition Files | Bigfoot Took Her
AR: DISCOVERY+ 2 ᴬʳᵃᵇᶦᶜ ᴿᴬᵂ	Discovery+ 2 Arabic RAW [AR]	dummy			0		
AR: DISCOVERY+ 3 ᴬʳᵃᵇᶦᶜ ᴿᴬᵂ	Discovery+ 3 Arabic RAW [AR]	dummy			0		
AR: DISCOVERY+ 4 ᴬʳᵃᵇᶦᶜ ᴿᴬᵂ	Discovery+ 4 Arabic RAW [AR]	dummy			0		
AR: DISCOVERY+ 5 ᴬʳᵃᵇᶦᶜ ᴿᴬᵂ	Discovery+ 5 Arabic RAW [AR]	dummy			0		
AR: DNA	Dna [AR]	dummy			0		
AR: LuaLua TV	Lualua TV [AR]	dup-feed-scrub	AE1	LuaLua.TV.HD.ae	0		
AR: MBC ANAKEED 4K	MBC Anakeed 4K [AR]	dummy			0		
AR: MBC DOCUMENTARY 4K	MBC Documentary 4K [AR]	dummy			0		
AR: MBC DRAMA USA 4K	MBC Drama USA 4K [AR]	token	provider_12	MBCDramaEn.ae	49	c6fc66b75a	Omm Haroun | Mojamma' 75 | Habibati.. Man Takoun?
AR: MBC Drama+ HD	MBC Drama+ HD [AR]	token	provider_12	MBCDramaEn.ae	49	c6fc66b75a	Omm Haroun | Mojamma' 75 | Habibati.. Man Takoun?
AR: MBC ELIFE 4K	MBC Elife 4K [AR]	dummy			0		
AR: MBC FM 4K	MBC FM 4K [AR]	dummy-forced			0		
AR: MBC FM HD	MBC FM HD [AR]	dummy-forced			0		
AR: MBC GEOGRAPHIC 4K	MBC Geographic 4K [AR]	dummy			0		
AR: MBC MASR DRAMA 4K	MBC Masr Drama 4K [AR]	norm-name	AE1	MBC.Masr.Drama.HD.ae	119	bb7d67400d	Forgetfulness Game | The Witch Of The South | Rock Paper Scissors
AR: MBC MASR DRAMA HD	MBC Masr Drama HD [AR]	norm-name	AE1	MBC.Masr.Drama.HD.ae	119	bb7d67400d	Forgetfulness Game | The Witch Of The South | Rock Paper Scissors
AR: MBC PANORAMA FM 4K	MBC Panorama FM 4K [AR]	dummy-forced			0		
AR: MBC PANORAMA FM HD	MBC Panorama FM HD [AR]	dummy-forced			0		
AR: MBC PERSIA 4K ◉	MBC Persia 4K [AR]	dummy			0		
AR: MBC PERSIA HD	MBC Persia HD [AR]	dummy			0		
AR: MBC POWER+ 4K	MBC Power+ 4K [AR]	dummy			0		
AR: MBC SYRIA DRAMA 4K	MBC Syria Drama 4K [AR]	dummy			0		
AR: MBC TOON 4K	MBC Toon 4K [AR]	dummy			0		
AR: MBC TOONS 1 4K	MBC Toons 1 4K [AR]	dummy			0		
AR: MBC TOONS 2 4K	MBC Toons 2 4K [AR]	dummy			0		
AR: MBC VIRATY HD	MBC Viraty HD [AR]	dummy			0		
AR: MBC+ POWER 4K ◉	Mbc+ Power 4K [AR]	dummy			0		
AR: MBC+ POWER SPORT 4K ◉	Mbc+ Power Sport 4K [AR]	dummy			0		
AR: Nature 4K	Nature 4K [AR]	dummy			0		
AR: Rotana Clip 4K	Rotana Clip 4K [AR]	dup-feed-scrub	AE1	Rotana.Clip.ae	0		
AR: Rotana Clip HD	Rotana Clip HD [AR]	dup-feed-scrub	AE1	Rotana.Clip.ae	0		
AR: Rotana Drama	Rotana Drama [AR]	rescue-token	AE1	Rotana.Drama.ae	96	49d2f771b0	The Coachman | People Of Sins | Jana On Stage
AR: Rotana Drama 4K ◉	Rotana Drama 4K [AR]	rescue-token	AE1	Rotana.Drama.ae	96	49d2f771b0	The Coachman | People Of Sins | Jana On Stage
AR: Rotana Drama HD	Rotana Drama HD [AR]	rescue-token	AE1	Rotana.Drama.ae	96	49d2f771b0	The Coachman | People Of Sins | Jana On Stage
AR: Rotana M+ 4K	Rotana M+ 4K [AR]	dummy			0		
AR: STC /	Stc / [AR]	dummy			0		
AR: STC-TV 1 Cinema HD	Stc-TV 1 Cinema HD [AR]	dummy			0		
AR: TEN TV	Ten TV [AR]	dummy			0		
AR: TOD TV 4K	TOD TV 4K [AR]	dummy			0		
AR: WWE SHAHID VIP PPV	Wwe Shahid VIP PPV [AR]	dummy			0		
AR: Wanasah 4K	Wanasah 4K [AR]	dummy			0		
AR: Wanasah HD	Wanasah HD [AR]	dummy			0		
AR: Zee Aflam	Zee Aflam [AR]	rescue-token	AE1	Zee.Aflam.ae	42	c0b16f8afe	Vanvaas | Gadar Ek Prem Katha | The Raid 2
AR: Zee Alwan	Zee Alwan [AR]	rescue-token	AE1	Zee.Alwan.ae	192	3b16b0dcb0	One Last Sin | A Woman's Youth | Kaleerein
ARTAflam1.sa	ART Aflam 1 [AR]	dummy			0		
ARTAflam2.sa	ART Aflam 2 [AR]	dummy			0		
ARTCinema.sa	ART Cinema [AR]	dummy			0		
AWealthofEntertainment.us	Awe HD [US]	direct	provider_12	AWealthofEntertainment.us	82	658436ca15	5 Star Getaways | Hungry Heroes | Takeoff
AXSTV.us	Axs TV HD [US]	direct	provider_12	AXSTV.us	72	c057760635	Under Eye Bags? SOLUTION! | Hair Growth Secrets! | Paid Programming
AandE.us	A&E HD [US]	direct	provider_12	AandE.us	68	a49799c334	Tired of Pain? Go Drug-Free | Rare WWII Silver Set | Paid Programming
AlJazeeraDocumentary.qa	Al Jazeera Documentary 4K [AR]	dup-feed-scrub	AE1	Al.Jazeera.Documentary.HD.ae	0		
AlJazeeraEnglish.uk	Al Jazeera English HD [UK]	direct	provider_12	AlJazeeraEnglish.uk	76	a81a7e3181	101 East | News | Making Peace
AlKassFive.qa	Al Kass 5 4K (Live Event Only) [SPO]	direct	provider_12	AlKassFive.qa	36	f8ba98cad2	Aspetar | Doha 2026 Gulf Games | Thenten wnoss
AlKassFour.qa	Al Kass 4 HD [SPO]	direct	provider_12	AlKassFour.qa	46	34c63bc4e0	Mobarat Korat Qadam | Al Hasila | Dawrat Al Alaab Al Khalijia
AlKassOne.qa	Al Kass 1 4K [SPO]	rescue-token	provider_12	alkassone.qa	48	9cc3a14c56	Akhbar | Dawrat Al Alaab Al Khalijia | Dayfna
AlKassSportsChannel.qa	Al Kass 1 HD [SPO]	rescue-token	provider_12	alkassone.qa	48	9cc3a14c56	Akhbar | Dawrat Al Alaab Al Khalijia | Dayfna
AlKassThree.qa	Al Kass 3 HD [SPO]	direct	provider_12	AlKassThree.qa	48	21b97b44c8	Tesaon Daqiqa | Dawrat Al Alaab Al Khalijia | Hafl Aiftitah Dawrat Aleab Al Khalij Fi Al Dawha
AlKassTwo.qa	Al Kass 2 HD [SPO]	direct	provider_12	AlKassTwo.qa	49	b9bca0a362	Aspetar | Al Hasila | Akhbar
Alibi.uk	Alibi 4K [UK]	dummy			0		
AltitudeSports.us	Altitude Sports HD [US]	direct	provider_12	AltitudeSports.us	71	dcb125e0db	World Poker Tour | RateEscape: Stop Overpaying For Cellular | Ready for a safer shower? Enjoy a one-day bath remodel with Jacuzzi.
AnimalPlanet.uk	Animal Planet 4K [UK]	direct	provider_12	AnimalPlanet.uk	55	013ecf5893	Tanked | Animal Cops Phoenix | Alaska
AntennaTV.us	Antenna TV [US]	direct	provider_12	AntennaTV.us	93	86d3035f61	227 | Three's Company | The Jeffersons
Arenasport3.rs	Arena Sport 3 RAW [SR]	direct	provider_12	Arenasport3.rs	28	c066673c00	Pregled 9. kola | Borussia Dortmund - Wolfsburg | Marseille - PSG
Arenasport4.rs	Arena Sport 4 RAW [SR]	direct	provider_12	Arenasport4.rs	28	a37dfd207b	Tottenham - Atletico | Bayer Leverkusen - Arsenal | Roma - Bologna
Arenasport5.rs	Arena Sport 5 RAW [SR]	scrubbed-lang	provider_12	Arenasport5.rs	0		
AriseNews.uk	Arise News [UK]	direct	provider_12	AriseNews.uk	40	f454db0fc5	Perspectives | Newsday | Global Sports Report
AspireTV.us	Aspire HD [US]	direct	provider_12	AspireTV.us	73	4bf5f20bba	The Aging Brain | Pain Relief Revealed | Urban Indie Film Block
BBC1.uk	Cbbc 4K [UK]	direct	provider_12	BBC1.uk	44	12c5b7f72a	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBC1Yorkshire.uk	BBC One Yorks [UK]	direct	provider_12	BBC1Yorkshire.uk	44	6567103237	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBC2.uk	BBC 2 HD [UK]	direct	provider_12	BBC2.uk	43	f994f8a9af	Political Thinking with Nick Robinson | Tennis | Richard Osman's House of Games
BBC2NI.uk	BBC Two Northern Ireland [UK]	direct	provider_12	BBC2NI.uk	43	f994f8a9af	Political Thinking with Nick Robinson | Tennis | Richard Osman's House of Games
BBC4.uk	BBC 4 / Cbeebies 4K [UK]	direct	provider_12	BBC4.uk	32	38599f63b4	..programmes start at 7.00pm | This is BBC Four | TOTP
BBCAlba.uk	BBC Alba [UK]	direct	provider_12	BBCAlba.uk	33	8e87919b1e	Na Clangairean | Losgannan / Froglets | Creag nam Buthaidean/Puffin Rock
BBCAmerica.us	BBC America HD [US]	direct	provider_12	BBCAmerica.us	42	fd77d06eca	The Three Stooges | Planet Earth: Dynasties | Anaconda
BBCNews.uk	BBC News HD [UK]	direct	provider_12	BBCNews.uk	85	3aa560b4f7	BBC News | Business Today | BBC News Now
BBCOneEastMidland.uk	BBC One East W [UK]	direct	provider_12	BBCOneEastMidland.uk	44	eaa41136e7	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCOneNorthWest.uk	BBC One North West [UK]	direct	provider_12	BBCOneNorthWest.uk	44	52eea5b104	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCOneNorthernIreland.uk	BBC One North East& Cam [UK]	direct	provider_12	BBCOneNorthernIreland.uk	45	f6fe19c7c5	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCOneOxford.uk	BBC One London 4K [UK]	direct	provider_12	BBCOneOxford.uk	44	3638fa6908	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCOneScotland.uk	BBC One Scot HD [UK]	direct	provider_12	BBCOneScotland.uk	44	5445857b8d	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCOneSouthEast.uk	BBC One South East [UK]	direct	provider_12	BBCOneSouthEast.uk	44	d2445ca867	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCOneWales.uk	BBC One Wales HD [UK]	direct	provider_12	BBCOneWales.uk	45	92771b79d8	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCOneWestMidland.uk	BBC One West [UK]	direct	provider_12	BBCOneWestMidland.uk	44	67358cd97b	Morning Live | Doorbell Detectives | Homes Under the Hammer
BBCParliament.uk	BBC Parlament [UK]	direct	provider_12	BBCParliament.uk	34	5d7c969d1d	Select Committees | House of Lords | Scottish First Minister's Questions
BBCScotland.uk	BBC Scotland HD [UK]	direct	provider_12	BBCScotland.uk	21	4036ca44c9	This is BBC Scotland | Reporting Scotland | Stormborn
BBCTwoWales.uk	BBC Two Wales HD [UK]	direct	provider_12	BBCTwoWales.uk	44	f647bbfb8d	Political Thinking with Nick Robinson | Tennis | Richard Osman's House of Games
BBCWorldNews.uk	BBC World News HD [UK]	dummy			0		
BE: beIN MAX ⁴ᴷ ³⁸⁴⁰ᵖ (EVENT ONLY)	beIN MAX 4K 3840p (Event Only) [BE]	dummy			0		
BE: beIN SP⚽RTS 1 ENG ᴴᴰ	beIN Sports 1 Eng HD [BE]	bein-override	bein-epg	beINSports1.qa@MENA	78	977a0d2c00	PSG Arrival To Paris After Won UCL 2026 | New York vs San Antonio  -  NBA Season 2025 | Last Train to North America
BE: beIN SP⚽RTS 1 ʰᵉᵛᶜ	beIN Sports 1 HEVC [BE]	bein-override	bein-epg	beINSports1.qa@MENA	78	cc346e2594	PSG Arrival To Paris After Won UCL 2026 | New York vs San Antonio  -  NBA Season 2025 | Last Train to North America
BE: beIN SP⚽RTS 1 ᴴᴰ	beIN Sports 1 HD [BE]	bein-override	bein-epg	beINSports1.qa@MENA	78	cc346e2594	PSG Arrival To Paris After Won UCL 2026 | New York vs San Antonio  -  NBA Season 2025 | Last Train to North America
BE: beIN SP⚽RTS 1 ᴿᴬᵂ	beIN Sports 1 RAW [BE]	bein-override	bein-epg	beINSports1.qa@MENA	78	cc346e2594	PSG Arrival To Paris After Won UCL 2026 | New York vs San Antonio  -  NBA Season 2025 | Last Train to North America
BE: beIN SP⚽RTS 2 ʰᵉᵛᶜ	beIN Sports 2 HEVC [BE]	bein-override	bein-epg	beINSports2.qa@MENA	59	258efd13ff	Liverpool vs AFC Bournemouth  -  English Premier League 2025/2026 Week 1 | Tottenham Hotspur vs Burnley  -  English Premier League 2025/2026 Week 1 | Wolverhampton Wanderers vs Manchester City  -  English Premier League 2025/2026 Week 1
BE: beIN SP⚽RTS 2 ᴴᴰ	beIN Sports 2 HD [BE]	bein-override	bein-epg	beINSports2.qa@MENA	59	258efd13ff	Liverpool vs AFC Bournemouth  -  English Premier League 2025/2026 Week 1 | Tottenham Hotspur vs Burnley  -  English Premier League 2025/2026 Week 1 | Wolverhampton Wanderers vs Manchester City  -  English Premier League 2025/2026 Week 1
BE: beIN SP⚽RTS 2 ᴿᴬᵂ	beIN Sports 2 RAW [BE]	bein-override	bein-epg	beINSports2.qa@MENA	59	258efd13ff	Liverpool vs AFC Bournemouth  -  English Premier League 2025/2026 Week 1 | Tottenham Hotspur vs Burnley  -  English Premier League 2025/2026 Week 1 | Wolverhampton Wanderers vs Manchester City  -  English Premier League 2025/2026 Week 1
BE: beIN SP⚽RTS 3 ʰᵉᵛᶜ	beIN Sports 3 HEVC [BE]	bein-override	bein-epg	beINSports3.qa@MENA	52	8e4a91e270	Celta de Vigo vs Girona  -  Spanish LaLiga 2025/26 | Cobresal (CHI) vs Audax Italiano (CHI)   -  Conmebol Sudamericana Group Phase 1 | Universidad de Chile (CHI) vs Palestino (CHI)  -   Conmebol Sudamericana Group Phase 1
BE: beIN SP⚽RTS 3 ᴴᴰ	beIN Sports 3 HD [BE]	bein-override	bein-epg	beINSports3.qa@MENA	52	8e4a91e270	Celta de Vigo vs Girona  -  Spanish LaLiga 2025/26 | Cobresal (CHI) vs Audax Italiano (CHI)   -  Conmebol Sudamericana Group Phase 1 | Universidad de Chile (CHI) vs Palestino (CHI)  -   Conmebol Sudamericana Group Phase 1
BE: beIN SP⚽RTS 3 ᴿᴬᵂ	beIN Sports 3 RAW [BE]	bein-override	bein-epg	beINSports3.qa@MENA	52	8e4a91e270	Celta de Vigo vs Girona  -  Spanish LaLiga 2025/26 | Cobresal (CHI) vs Audax Italiano (CHI)   -  Conmebol Sudamericana Group Phase 1 | Universidad de Chile (CHI) vs Palestino (CHI)  -   Conmebol Sudamericana Group Phase 1
BE: beIN SP⚽RTS 4 ʰᵉᵛᶜ	beIN Sports 4 HEVC [BE]	bein-override	bein-epg	beINSports4.qa@MENA	68	92fad4eda2	Monaco vs Nice  -  French Ligue 1 2025/2026 Week 7 | Ligue 1 Season Review  -  2025/2026 | Nantes vs Lille  -  French Ligue 1 2025/2026 Week 8
BE: beIN SP⚽RTS 4 ᴴᴰ	beIN Sports 4 HD [BE]	bein-override	bein-epg	beINSports4.qa@MENA	68	92fad4eda2	Monaco vs Nice  -  French Ligue 1 2025/2026 Week 7 | Ligue 1 Season Review  -  2025/2026 | Nantes vs Lille  -  French Ligue 1 2025/2026 Week 8
BE: beIN SP⚽RTS 4 ᴿᴬᵂ	beIN Sports 4 RAW [BE]	bein-override	bein-epg	beINSports4.qa@MENA	68	92fad4eda2	Monaco vs Nice  -  French Ligue 1 2025/2026 Week 7 | Ligue 1 Season Review  -  2025/2026 | Nantes vs Lille  -  French Ligue 1 2025/2026 Week 8
BE: beIN SP⚽RTS 5 ʰᵉᵛᶜ	beIN Sports 5 HEVC [BE]	bein-override	bein-epg	beINSports5.qa@MENA	42	1af67078b5	Morocco vs Egypt  -  CAF  U17 Africa Cup of Nations Morocco 2026 | Senegal vs Tanzania  -  CAF  U17 Africa Cup of Nations Morocco 2026 | The Chippo Academy, the start of the success
BE: beIN SP⚽RTS 5 ᴴᴰ	beIN Sports 5 HD [BE]	bein-override	bein-epg	beINSports5.qa@MENA	42	1af67078b5	Morocco vs Egypt  -  CAF  U17 Africa Cup of Nations Morocco 2026 | Senegal vs Tanzania  -  CAF  U17 Africa Cup of Nations Morocco 2026 | The Chippo Academy, the start of the success
BE: beIN SP⚽RTS 5 ᴿᴬᵂ	beIN Sports 5 RAW [BE]	bein-override	bein-epg	beINSports5.qa@MENA	42	1af67078b5	Morocco vs Egypt  -  CAF  U17 Africa Cup of Nations Morocco 2026 | Senegal vs Tanzania  -  CAF  U17 Africa Cup of Nations Morocco 2026 | The Chippo Academy, the start of the success
BE: beIN SP⚽RTS 6 ʰᵉᵛᶜ	beIN Sports 6 HEVC [BE]	norm-name	provider_1	beINSports6.qa@MENA	66	e02b0c667f	Gemma Triay Pons (Esp) Delfina Brea Senesi (Arg) Vs Marina Guinart España (Esp) Veronica Virseda (Es | Juan LeBron (Esp) Leandro Roman Augsburger (Arg) vs Javier Leal (Esp) Francisco Guerrero (Esp) - Pre | Claudia Fernandez Sanchez (Esp) Sofia Araujo (Por) vs Tamara Icardo Alcorisa (Esp) Claudia Jensen (A
BE: beIN SP⚽RTS 6 ᴴᴰ	beIN Sports 6 HD [BE]	norm-name	provider_1	beINSports6.qa@MENA	66	e02b0c667f	Gemma Triay Pons (Esp) Delfina Brea Senesi (Arg) Vs Marina Guinart España (Esp) Veronica Virseda (Es | Juan LeBron (Esp) Leandro Roman Augsburger (Arg) vs Javier Leal (Esp) Francisco Guerrero (Esp) - Pre | Claudia Fernandez Sanchez (Esp) Sofia Araujo (Por) vs Tamara Icardo Alcorisa (Esp) Claudia Jensen (A
BE: beIN SP⚽RTS 6 ᴿᴬᵂ	beIN Sports 6 RAW [BE]	norm-name	provider_1	beINSports6.qa@MENA	66	e02b0c667f	Gemma Triay Pons (Esp) Delfina Brea Senesi (Arg) Vs Marina Guinart España (Esp) Veronica Virseda (Es | Juan LeBron (Esp) Leandro Roman Augsburger (Arg) vs Javier Leal (Esp) Francisco Guerrero (Esp) - Pre | Claudia Fernandez Sanchez (Esp) Sofia Araujo (Por) vs Tamara Icardo Alcorisa (Esp) Claudia Jensen (A
BE: beIN SP⚽RTS 7 ʰᵉᵛᶜ	beIN Sports 7 HEVC [BE]	bein-override	bein-epg	beINSports7.qa@MENA	36	d87f17a88a	Sho Shimabukuro (JPN) vs Nick Kyrgios (AUS)  -  ATP 250 Boss Open 2026 | NBA Action 2025/2026 | Ben Shelton (USA) OR Sho Shimabukuro (JPN) vs  Jiri Lehecka (CZE)  -  ATP 250 Boss Open 2026
BE: beIN SP⚽RTS 7 ᴴᴰ	beIN Sports 7 HD [BE]	bein-override	bein-epg	beINSports7.qa@MENA	36	d87f17a88a	Sho Shimabukuro (JPN) vs Nick Kyrgios (AUS)  -  ATP 250 Boss Open 2026 | NBA Action 2025/2026 | Ben Shelton (USA) OR Sho Shimabukuro (JPN) vs  Jiri Lehecka (CZE)  -  ATP 250 Boss Open 2026
BE: beIN SP⚽RTS 7 ᴿᴬᵂ	beIN Sports 7 RAW [BE]	bein-override	bein-epg	beINSports7.qa@MENA	36	d87f17a88a	Sho Shimabukuro (JPN) vs Nick Kyrgios (AUS)  -  ATP 250 Boss Open 2026 | NBA Action 2025/2026 | Ben Shelton (USA) OR Sho Shimabukuro (JPN) vs  Jiri Lehecka (CZE)  -  ATP 250 Boss Open 2026
BE: beIN SP⚽RTS 8 ʰᵉᵛᶜ	beIN Sports 8 HEVC [BE]	norm-name	provider_1	beINSports8.qa@MENA	74	63b9e774e8	New York vs San Antonio - NBA Season 2025 - 2026 - Finals 4 | NBA Action 2025/2026 | Practice 1 - F1 Barcelona - Catalunya Grand Prix - 2026
BE: beIN SP⚽RTS 8 ᴴᴰ	beIN Sports 8 HD [BE]	norm-name	provider_1	beINSports8.qa@MENA	74	63b9e774e8	New York vs San Antonio - NBA Season 2025 - 2026 - Finals 4 | NBA Action 2025/2026 | Practice 1 - F1 Barcelona - Catalunya Grand Prix - 2026
BE: beIN SP⚽RTS 8 ᴿᴬᵂ	beIN Sports 8 RAW [BE]	norm-name	provider_1	beINSports8.qa@MENA	74	63b9e774e8	New York vs San Antonio - NBA Season 2025 - 2026 - Finals 4 | NBA Action 2025/2026 | Practice 1 - F1 Barcelona - Catalunya Grand Prix - 2026
BE: beIN SP⚽RTS 9 ʰᵉᵛᶜ	beIN Sports 9 HEVC [BE]	norm-name	provider_1	5C08D9D3-C713-4F1F-947E-87C761428B9B	66	3163e5e634	GCL R2 – Competition Team | Day 3 - Qatar Equestrian Federation Cup | Class 5 - Against the clock with Jump off 1.50 - Shanghai Tour Highlights
BE: beIN SP⚽RTS 9 ᴴᴰ	beIN Sports 9 HD [BE]	norm-name	provider_1	5C08D9D3-C713-4F1F-947E-87C761428B9B	66	3163e5e634	GCL R2 – Competition Team | Day 3 - Qatar Equestrian Federation Cup | Class 5 - Against the clock with Jump off 1.50 - Shanghai Tour Highlights
BE: beIN SP⚽RTS 9 ᴿᴬᵂ	beIN Sports 9 RAW [BE]	norm-name	provider_1	5C08D9D3-C713-4F1F-947E-87C761428B9B	66	3163e5e634	GCL R2 – Competition Team | Day 3 - Qatar Equestrian Federation Cup | Class 5 - Against the clock with Jump off 1.50 - Shanghai Tour Highlights
BE: beIN SP⚽RTS XTRA 03 ᴿᴬᵂ	beIN Sports Xtra 03 RAW [BE]	dummy			0		
BE: beIN SP⚽RTS XTRA 1 ᴴᴰ	beIN Sports Xtra 1 HD [BE]	bein-override	bein-epg	beINSportsXtra1.qa@MENA	96	1b2d346971	beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events  -  JUN
BE: beIN SP⚽RTS XTRA 1 ᴿᴬᵂ	beIN Sports Xtra 1 RAW [BE]	bein-override	bein-epg	beINSportsXtra1.qa@MENA	96	1b2d346971	beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events  -  JUN
BE: beIN SP⚽RTS XTRA 2 ᴴᴰ	beIN Sports Xtra 2 HD [BE]	bein-override	bein-epg	beINSportsXtra2.qa@MENA	96	1b2d346971	beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events  -  JUN
BE: beIN SP⚽RTS XTRA 2 ᴿᴬᵂ	beIN Sports Xtra 2 RAW [BE]	bein-override	bein-epg	beINSportsXtra2.qa@MENA	96	1b2d346971	beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events  -  JUN
BE: beIN SP⚽RTS XTRA 3 ᴴᴰ	beIN Sports Xtra 3 HD [BE]	dup-feed-scrub	provider_1	CDF1A4C8-26DD-4C33-A239-F729A3B09295	0		
BE: beIN ⁴ᴷ ³⁸⁴⁰ᵖ (EVENT ONLY)	beIN 4K 3840p (Event Only) [BE]	dummy			0		
BET.us	Bet HD [US]	direct	provider_12	BET.us	65	a006c349d0	Tyler Perry's House of Payne | The Jamie Foxx Show | The Fresh Prince of Bel-Air
BETGospel.us	Bet Gospel [US]	direct	provider_12	BETGospel.us	50	92e8ae3810	Lifted | It's a Mann's World
BETSoul.us	Bet Soul [US]	direct	provider_12	BETSoul.us	30	6ba1c7b480	WORLDwide | In Rotation | The Calming
BETjams.us	Bet Jams HD [US]	direct	provider_12	BETjams.us	48	a847febcc7	Music Playlist | Face-off Friday | BET Jams Mixtape
BeinSportsExtra1.qa	beIN Sports 1 Xtra HD	bein-override	bein-epg	beINSportsXtra1.qa@MENA	96	1b2d346971	beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events  -  JUN
BeinSportsExtra2.qa	beIN Sports 2 Xtra HD	bein-override	bein-epg	beINSportsXtra2.qa@MENA	96	1b2d346971	beIN SPORTS XTRA For Live And Exclusive Coverage of Premium Sporting Events  -  JUN
BeinSportsExtra3.qa	beIN Sports 3 Xtra HD	dup-feed-scrub	provider_1	CDF1A4C8-26DD-4C33-A239-F729A3B09295	0		
BestDirect.uk	Best Direct [UK]	direct	provider_12	BestDirect.uk	14	688443444a	Atlas for Men | Best Direct Morning Offers | Best Direct Lunchtime Offers
BetHer.us	Bet Her HD [US]	direct	provider_12	BetHer.us	53	c5ab84d691	Strictly R&B | Morning Glow | Tyler Perry's House of Payne
BigTenNetwork.us	Big Ten Network HD [US]	direct	provider_12	BigTenNetwork.us	44	3918ba33cd	B1G Football in 60 | B1G Volleyball in 60 | Men's College Volleyball
Blaze.uk	Blaze 4K [UK]	direct	provider_12	Blaze.uk	67	8b8710575e	Storage Wars Canada | Pawn Stars | Junk & Disorderly
